source,target,sign
POU4F2,ROBO1,1
POU4F2,SORBS2,1
POU4F2,STARD13,1
POU4F2,SYNE1,1
POU4F2,ZBTB20,1
POU4F2,ZMIZ1,1
POU4F2,ZNF385B,1
POU5F1,ANGPT1,1
POU5F1,ANK1,1
POU5F1,ANK2,1
POU5F1,ANK3,1
POU5F1,ANKS1B,1
POU5F1,BCAR3,1
POU5F1,BCR,1
POU5F1,CACNA1C,1
POU5F1,CADPS,1
POU5F1,CLASP2,1
POU5F1,CNTNAP2,1
POU5F1,COBL,1
POU5F1,CPNE4,1
POU5F1,DNMBP,1
POU5F1,DPYSL2,1
POU5F1,EBF1,1
POU5F1,EPB41L2,1
POU5F1,EPHA4,1
POU5F1,FAT1,1
POU5F1,GALNT10,1
POU5F1,GAS7,1
POU5F1,GCNT2,1
POU5F1,GPC6,1
POU5F1,GRIP1,1
POU5F1,IGF2BP3,1
POU5F1,INPP5D,1
POU5F1,JMJD1C,1
POU5F1,KIAA1217,1
POU5F1,KIFC3,1
POU5F1,LDLRAD3,1
POU5F1,LIMCH1,1
POU5F1,LRRK1,1
POU5F1,MACF1,1
POU5F1,MAGI2,1
POU5F1,MAP2K5,1
POU5F1,NAV1,1
POU5F1,NEDD4L,1
POU5F1,NRXN3,1
POU5F1,OSBPL10,1
POU5F1,RABGAP1L,1
POU5F1,RUNX1T1,1
POU5F1,SASH1,1
POU5F1,SBF2,1
POU5F1,SHROOM3,1
POU5F1,SMAD3,1
POU5F1,SNRPN,1
POU5F1,SORBS2,1
POU5F1,SPATS2L,1
POU5F1,SPTBN1,1
POU5F1,STK10,1
POU5F1,SYNE1,1
POU5F1,SYNE2,1
POU5F1,TACC2,1
POU5F1,TCF4,1
POU5F1,TIAM2,1
POU5F1,TJP2,1
POU5F1,TNRC6B,1
POU5F1,TRIM2,1
POU5F1,WNT5B,1
POU5F1,ZEB2,1
POU5F1,ZNF532,1
PPARA,ACOX1,1
PPARA,ACOX2,1
PPARA,APOA1,1
PPARA,CCND1,1
PPARA,CD36,1
PPARA,CYP4A11,1
PPARA,CYP7A1,1
PPARA,FABP3,1
PPARA,FADS2,1
PPARA,HMGCS1,1
PPARA,HMGCS2,1
PPARA,MMP12,1
PPARA,MYC,1
PPARA,PANK1,1
PPARA,PCK1,1
PPARA,TUBA1B,-1
PPARG,ATP2A2,1
PPARG,CYP27A1,1
PPARG,DBI,1
PPARG,GSTA2,1
PPARG,LPL,1
PPARG,MMP1,1
PPARG,NR1D1,1
PPARG,NR1H3,1
PPARG,PCK1,1
PPARG,SCARB1,1
PPARG,SERPINE1,1
PPARG,TNFRSF11B,1
PPARG,UCP1,1
PRDM1,ACSS2,1
PRDM1,ANO10,1
PRDM1,AOAH,1
PRDM1,APOL2,1
PRDM1,ARAP2,1
PRDM1,ARHGAP26,1
PRDM1,CREB1,1
PRDM1,CRISPLD1,1
PRDM1,DLG2,1
PRDM1,DMD,1
PRDM1,ERG,1
PRDM1,EVI5L,1
PRDM1,FSTL5,1
PRDM1,FXR2,1
PRDM1,IFIT2,1
PRDM1,IL18,1
PRDM1,KCNK1,1
PRDM1,LGR4,1
PRDM1,LMO7,1
PRDM1,MBNL3,1
PRDM1,MECOM,1
PRDM1,MID1,1
PRDM1,MYO1E,1
PRDM1,NFIX,1
PRDM1,NR3C1,1
PRDM1,OLR1,1
PRDM1,PAQR5,1
PRDM1,PCNA,1
PRDM1,PLXNA2,1
PRDM1,PRKCH,1
PRDM1,S100A16,1
PRDM1,SLC37A1,1
PRDM1,TEAD1,1
PRDM1,TNFSF8,1
PRDM1,TNIK,1
PRDM1,ZFP36L1,1
PRDM1,ZHX1,1
PRDM14,ABCA4,1
PRDM14,ADAMTS2,1
PRDM14,AGAP1,1
PRDM14,AGAP3,1
PRDM14,AGPAT3,1
PRDM14,AHDC1,1
PRDM14,AHNAK,1
PRDM14,AJAP1,1
PRDM14,ALK,1
PRDM14,AMPD3,1
PRDM14,ANO1,1
PRDM14,ARHGEF10L,1
PRDM14,ARHGEF17,1
PRDM14,ARHGEF2,1
PRDM14,ARID1A,1
PRDM14,ARID1B,1
PRDM14,ARID5A,1
PRDM14,ASS1,1
PRDM14,ATP13A2,1
PRDM14,AUTS2,1
PRDM14,AXIN2,1
PRDM14,BCAR3,1
PRDM14,BCL11A,1
PRDM14,BCOR,1
PRDM14,BMP7,1
PRDM14,CA4,1
PRDM14,CACNA1C,1
PRDM14,CACNA1G,1
PRDM14,CCDC57,1
PRDM14,CCND2,1
PRDM14,CD6,1
PRDM14,CD9,1
PRDM14,CDC42BPG,1
PRDM14,CDC42EP4,1
PRDM14,CDH23,1
PRDM14,CDYL,1
PRDM14,COBL,1
PRDM14,COL2A1,1
PRDM14,CORO2B,1
PRDM14,CPAMD8,1
PRDM14,CPLX2,1
PRDM14,CROCC,1
PRDM14,CSMD2,1
PRDM14,CXCL12,1
PRDM14,CYP26B1,1
PRDM14,DAB2IP,1
PRDM14,DGKG,1
PRDM14,DGKZ,1
PRDM14,DLGAP4,1
PRDM14,DLL4,1
PRDM14,DNMT3A,1
PRDM14,DPYSL5,1
PRDM14,DYSF,1
PRDM14,ECE1,1
PRDM14,EFNB1,1
PRDM14,EPB41L1,1
PRDM14,EPHB3,1
PRDM14,FAM131C,1
PRDM14,FAM174B,1
PRDM14,FHAD1,1
PRDM14,FOSL2,1
PRDM14,GATA2,1
PRDM14,GATAD2A,1
PRDM14,GLI2,1
PRDM14,GMDS,1
PRDM14,GPC1,1
PRDM14,GPRC5C,1
PRDM14,GRAMD1B,1
PRDM14,GRB10,1
PRDM14,GRHL3,1
PRDM14,GRIK4,1
PRDM14,HDAC5,1
PRDM14,HES2,1
PRDM14,IGDCC4,1
PRDM14,IGF1R,1
PRDM14,IGF2R,1
PRDM14,INHBB,1
PRDM14,ISLR2,1
PRDM14,ITGA11,1
PRDM14,ITPKB,1
PRDM14,KAZN,1
PRDM14,KCNAB2,1
PRDM14,KDM4B,1
PRDM14,KDM6B,1
PRDM14,KIRREL3,1
PRDM14,KLHDC7A,1
PRDM14,LHX2,1
PRDM14,LINGO1,1
PRDM14,LRRK1,1
PRDM14,MACF1,1
PRDM14,MAD1L1,1
PRDM14,MAP7D1,1
PRDM14,MATN1,1
PRDM14,MCF2L,1
PRDM14,MEF2D,1
PRDM14,MEGF6,1
PRDM14,MEIS1,1
PRDM14,MGAT5B,1
PRDM14,MNT,1
PRDM14,NADK,1
PRDM14,NFATC2,1
PRDM14,NFIA,1
PRDM14,NFIC,1
PRDM14,NGEF,1
PRDM14,NR4A1,1
PRDM14,NRP2,1
PRDM14,NTF3,1
PRDM14,NTN1,1
PRDM14,NTRK1,1
PRDM14,NXN,1
PRDM14,OTX1,1
PRDM14,PADI2,1
PRDM14,PAX7,1
PRDM14,PDGFRB,1
PRDM14,PEAR1,1
PRDM14,PHC2,1
PRDM14,PHLDB1,1
PRDM14,PKDCC,1
PRDM14,PKNOX2,1
PRDM14,PLEKHG5,1
PRDM14,PLXNA2,1
PRDM14,PREX1,1
PRDM14,PRMT8,1
PRDM14,PTCH1,1
PRDM14,PTH1R,1
PRDM14,PTMA,1
PRDM14,PTPRU,1
PRDM14,RAB25,1
PRDM14,RAI1,1
PRDM14,RASGRF1,1
PRDM14,RCOR2,1
PRDM14,RFX4,1
PRDM14,RGMA,1
PRDM14,RNF220,1
PRDM14,RPS6KA2,1
PRDM14,RPTOR,1
PRDM14,RSPO1,1
PRDM14,RUNX1,1
PRDM14,RUNX3,1
PRDM14,SDK2,1
PRDM14,SEMA4A,1
PRDM14,SFXN5,1
PRDM14,SH3BP4,1
PRDM14,SHANK2,1
PRDM14,SIM2,1
PRDM14,SLC12A5,1
PRDM14,SLC22A23,1
PRDM14,SLIT3,1
PRDM14,SMAD6,1
PRDM14,SOX13,1
PRDM14,SOX9,1
PRDM14,SREBF1,1
PRDM14,SYNDIG1,1
PRDM14,TACC2,1
PRDM14,TAL1,1
PRDM14,TBC1D16,1
PRDM14,TBCD,1
PRDM14,TCF7L1,1
PRDM14,TFAP2A,1
PRDM14,TMCO4,1
PRDM14,TMEM59L,1
PRDM14,TNS1,1
PRDM14,TNS3,1
PRDM14,TP53I11,1
PRDM14,TRIM2,1
PRDM14,TRIO,1
PRDM14,TSPAN18,1
PRDM14,TSPAN9,1
PRDM14,TTC7A,1
PRDM14,UNC5A,1
PRDM14,WNT3A,1
PRDM14,WNT4,1
PRDM14,WNT5B,1
PRDM14,WWC1,1
PRDM14,XXYLT1,1
PRDM14,ZBTB17,1
PRDM14,ZBTB7B,1
PRDM14,ZDHHC14,1
PRDM14,ZMIZ1,1
PRDM14,ZMYND8,1
PRDM14,ZNF423,1
PROX1,ABCB1,1
PROX1,ADD3,1
PROX1,AFAP1L2,1
PROX1,ARHGAP42,1
PROX1,ARHGEF2,1
PROX1,ATP1A1,1
PROX1,DNM2,1
PROX1,FZD10,1
PROX1,GRIN2B,1
PROX1,IGF1R,1
PROX1,MAPKAPK3,1
PROX1,NEDD4L,1
PROX1,NRP2,1
PROX1,OSBPL10,1
PROX1,PCYT1A,1
PROX1,PLCB4,1
PROX1,PLEKHA7,1
PROX1,SAP30BP,1
PROX1,SEMA3A,1
PROX1,SOX13,1
PROX1,SPRED2,1
PROX1,TNS3,1
PROX1,ZNF608,1
RARA,BTG2,1
RARA,CASP9,1
RARA,CEBPE,1
RARA,CRABP2,1
RARA,CYP26A1,1
RARA,ETS1,1
RARA,GPRC5A,1
RARA,HNF4A,1
RARA,HOXA1,1
RARA,HOXA7,1
RARA,HOXB4,1
RARA,HOXD4,1
RARA,IER3,1
RARA,MAOB,1
RARA,MYC,1
RARA,NRIP1,1
RARA,PCK1,1
RARA,PLAT,1
RARA,PLAU,1
RARA,RARG,1
RARA,RPTOR,1
RARA,SFTPB,1
RARA,TNFAIP2,1
RARA,TPO,1
RBPJ,CR2,1
RBPJ,FCER2,1
RBPJ,HES1,1
RBPJ,HEY1,1
RBPJ,HEY2,1
RBPJ,NFKB1,1
RBPJ,FNDC3B,1
RBPJ,WIPF1,1
RBPJ,AMPD3,1
RBPJ,ANKRD44,1
RBPJ,ARHGEF3,1
RBPJ,ASAP1,1
RBPJ,BCAT1,1
RBPJ,CASP8,1
RBPJ,CBLB,1
RBPJ,CDK17,1
RBPJ,CEP85L,1
RBPJ,CXCR4,1
RBPJ,DPYSL2,1
RBPJ,FAM167A,1
RBPJ,FCHSD2,1
RBPJ,FMNL2,1
RBPJ,FOXP1,1
RBPJ,GAS7,1
RBPJ,GNA12,1
RBPJ,GPCPD1,1
RBPJ,GSN,1
RBPJ,HEYL,1
RBPJ,IFNGR1,1
RBPJ,IL16,1
RBPJ,INPP4A,1
RBPJ,IRF8,1
RBPJ,LIMS1,1
RBPJ,LPP,1
RBPJ,LYST,1
RBPJ,MKNK2,1
RBPJ,NIN,1
RBPJ,NSMCE2,1
RBPJ,NUMB,1
RBPJ,PAG1,1
RBPJ,PEX5L,1
RBPJ,PIK3AP1,1
RBPJ,PIP4K2A,1
RBPJ,PLEC,1
RBPJ,PMAIP1,1
RBPJ,RFX3,1
RBPJ,RUNX1,1
RBPJ,SEMA4D,1
RBPJ,SH3KBP1,1
RBPJ,SIPA1L1,1
RBPJ,SLC12A8,1
RBPJ,SNX25,1
RBPJ,TCF4,1
RBPJ,THADA,1
RBPJ,TNIP1,1
RBPJ,WWTR1,1
RBPJ,ZBTB38,1
REL,CCL5,1
REL,CD40LG,1
REL,F3,1
REL,ICAM1,1
REL,IER3,1
REL,IFNG,1
REL,IL12B,1
REL,IL2,1
REL,NFKBIA,1
RELA,AGT,1
RELA,BNIP3,-1
RELA,CCL4,1
RELA,CD40LG,1
RELA,CD69,1
RELA,CD74,1
RELA,COL1A1,-1
RELA,CR2,1
RELA,CXCL2,1
RELA,CXCL3,1
RELA,CXCL5,1
RELA,CYP3A4,1
RELA,DEFB4A,1
RELA,EDN1,1
RELA,ELF3,1
RELA,F3,1
RELA,FCGRT,1
RELA,GADD45G,1
RELA,HDAC1,1
RELA,HIF1A,1
RELA,IER3,1
RELA,IL2RA,1
RELA,IL4,1
RELA,MICA,1
RELA,MMP3,1
RELA,NFKB2,1
RELA,NR4A1,1
RELA,PIGR,1
RELA,PPARA,1
RELA,PTPN13,1
RELA,PTX3,1
RELA,SOCS3,1
RELA,TNFRSF10A,1
RELA,TP53,1
RELA,WT1,1
RELB,ABCB1,1
RELB,CD40,1
RELB,TNFAIP3,1
RELB,BCL2,1
RELB,CD44,1
RELB,IL15,1
RELB,IL6,1
RELB,IRF1,1
RELB,TNIP1,1
RELB,TRAF3,1
REST,CACNA1H,-1
REST,CHGA,-1
REST,PCSK1,-1
REST,VGF,-1
RFX1,FBRS,1
RFX1,MZF1,1
RFX1,STK32C,1
RFX1,VRK3,1
RFX1,ARMC9,1
RFX1,BAIAP3,1
RFX1,BTBD3,1
RFX1,CAMK2A,1
RFX1,CBX8,1
RFX1,CEP112,1
RFX1,CRIP2,1
RFX1,DIS3L2,1
RFX1,DSE,1
RFX1,EHD1,1
RFX1,FGF1,1
RFX1,FHAD1,1
RFX1,GPR137,1
RFX1,IP6K2,1
RFX1,IQCH,1
RFX1,ITFG2,1
RFX1,LY6G5C,1
RFX1,MAPRE2,1
RFX1,PDE4A,1
RFX1,PSMB7,1
RFX1,RFX2,1
RFX1,RIIAD1,1
RFX1,SPATA2,1
RFX1,SREK1,1
RFX1,SWSAP1,1
RFX1,SYNGAP1,1
RFX1,TP53BP1,1
RFX1,TRIT1,1
RFX1,ZDHHC1,1
RFX1,ZNF398,1
RFX2,BAIAP3,1
RFX2,DPCD,1
RFX2,ENDOV,1
RFX2,ENKUR,1
RFX2,KIAA0753,1
RFX2,MAPK10,1
RFX2,MAPRE2,1
RFX2,MAPRE3,1
RFX2,PACRGL,1
RFX2,PDE4A,1
RFX2,PICK1,1
RFX2,POLL,1
RFX2,POLRMT,1
RFX2,PRKCG,1
RFX2,STRN4,1
RFX2,TBCEL,1
RFX2,THAP10,1
RFX2,TTC23L,1
RFX2,TTC30B,1
RFX2,TXNDC17,1
RFX5,CD74,1
RFX5,HLA-DMA,1
RFX5,HLA-DMB,1
RFX5,HLA-DOA,1
RFX5,HLA-DOB,1
RFX5,HLA-DPA1,1
RFX5,HLA-DPB1,1
RFX5,HLA-DQA1,1
RFX5,HLA-DQA2,1
RFX5,HLA-DQB1,1
RFX5,HLA-DRA,1
RFX5,HLA-DRB1,1
RFX5,HLA-DRB5,1
RUNX1,ARHGAP10,1
RUNX1,CSF1R,1
RUNX1,HIVEP3,1
RUNX1,ITGAX,1
RUNX1,ITGB2,1
RUNX1,LCP2,1
RUNX1,NFKB1,1
RUNX1,PIK3CD,1
RUNX1,PRKCB,1
RUNX1,PRKCQ,1
RUNX1,PRR5L,1
RUNX1,RORC,1
RUNX1,SMAD3,1
RUNX2,ESR1,-1
RUNX2,ITGBL1,1
RUNX2,PSD3,1
RUNX2,RUNX1,1
RUNX2,AFF3,1
RUNX2,ALCAM,1
RUNX2,AMPD3,1
RUNX2,ANKRD44,1
RUNX2,APP,1
RUNX2,ATP8B4,1
RUNX2,CACNA1C,1
RUNX2,CBLB,1
RUNX2,CDH11,1
RUNX2,CHN2,1
RUNX2,COL14A1,1
RUNX2,CSGALNACT1,1
RUNX2,CUEDC1,1
RUNX2,DOCK10,1
RUNX2,DOCK2,1
RUNX2,DPYD,1
RUNX2,ETS1,1
RUNX2,FARP1,1
RUNX2,FAT1,1
RUNX2,GLI3,1
RUNX2,GULP1,1
RUNX2,HMCN1,1
RUNX2,ITPR1,1
RUNX2,KIAA1217,1
RUNX2,LRIG1,1
RUNX2,MAPKAP1,1
RUNX2,MET,1
RUNX2,MICAL2,1
RUNX2,MID1,1
RUNX2,MRPS27,1
RUNX2,MYOF,1
RUNX2,NEDD4L,1
RUNX2,NRG1,1
RUNX2,OSBPL3,1
RUNX2,PACSIN2,1
RUNX2,PAPPA,1
RUNX2,PBX1,1
RUNX2,PIP4K2A,1
RUNX2,PLCB1,1
RUNX2,PPARG,1
RUNX2,PTK2,1
RUNX2,PTPRM,1
RUNX2,RBMS3,1
RUNX2,RFTN1,1
RUNX2,SEMA5A,1
RUNX2,SVIL,1
RUNX2,TBXAS1,1
RUNX2,TCF4,1
RUNX2,TIAM2,1
RUNX2,TLE4,1
RUNX2,TNS1,1
RUNX2,TPRG1,1
RUNX2,TSPAN5,1
RUNX2,WIPF1,1
RUNX2,WNT5B,1
RUNX3,CIITA,1
RUNX3,CYTIP,1
RUNX3,DOCK2,1
RUNX3,FYN,1
RUNX3,PAX5,1
RUNX3,TCF7,1
RXRA,ABCB11,1
RXRA,CYP3A4,1
RXRA,CYP7A1,1
RXRA,HNF1A,1
RXRA,NR1H3,1
RXRA,PLD1,1
RXRA,SREBF1,1
SIX2,ZNF423,1
SIX2,CABLES1,1
SIX2,CCDC80,1
SIX2,CLDN14,1
SIX2,CLVS1,1
SIX2,CNTN5,1
SIX2,COL13A1,1
SIX2,CPNE4,1
SIX2,CTNNA2,1
SIX2,DCLK1,1
SIX2,DOCK9,1
SIX2,DPP6,1
SIX2,ETV1,1
SIX2,ETV6,1
SIX2,FBLN1,1
SIX2,FGFR2,1
SIX2,FRMD4B,1
SIX2,GALNT10,1
SIX2,ITPR1,1
SIX2,KANK1,1
SIX2,KAZN,1
SIX2,KIAA1217,1
SIX2,LTBP1,1
SIX2,MTSS1,1
SIX2,MYCBP2,1
SIX2,NEDD4L,1
SIX2,NRG1,1
SIX2,NRXN1,1
SIX2,PRKCH,1
SIX2,RIMS2,1
SIX2,SIX1,1
SIX2,SYNE1,1
SIX2,TBC1D1,1
SIX2,THSD4,1
SIX2,TRAPPC9,1
SIX2,TTC39B,1
SIX2,ZBTB7C,1
SIX2,ZMIZ1,1
SIX5,APBA3,1
SIX5,BAHCC1,1
SIX5,BCAT2,1
SIX5,BOLA1,1
SIX5,FAM168A,1
SIX5,FUZ,1
SIX5,IRF2BP1,1
SIX5,MAF1,1
SIX5,MAMSTR,1
SIX5,MED25,1
SIX5,MGRN1,1
SIX5,NME4,1
SIX5,RFX1,1
SIX5,SCRIB,1
SIX5,SH2B1,1
SIX5,SLC4A2,1
SIX5,SPHK2,1
SIX5,TBC1D17,1
SIX5,TCEA2,1
SIX5,THAP11,1
SIX5,TSPAN4,1
SIX5,ZNF219,1
SIX5,ZNF500,1
SIX5,ZNF524,1
SIX5,ZNF837,1
SMAD1,CDKN1A,1
SMAD1,ID2,1
SMAD1,ID3,1
SMAD1,SPP1,1
SMAD1,TNFRSF11B,1
SMAD1,GDF15,1
SMAD1,ZEB2,1
SMAD1,ARHGEF3,1
SMAD1,ARID1A,1
SMAD1,CTNNB1,1
SMAD1,IGF2R,1
SMAD1,LYN,1
SMAD1,MRPS27,1
SMAD1,STK32B,1
SMAD1,TANC1,1
SMAD1,XPO7,1
SMAD1,ZNF521,1
SMAD3,AHR,1
SMAD3,ANKRD1,1
SMAD3,BGLAP,1
SMAD3,COL1A1,1
SMAD3,COL3A1,1
SMAD3,COL6A1,1
SMAD3,COL6A3,1
SMAD3,COL7A1,1
SMAD3,EDN1,1
SMAD3,EPO,1
SMAD3,FSTL3,1
SMAD3,GLI2,1
SMAD3,ITGA11,1
SMAD3,JUN,1
SMAD3,MET,1
SMAD3,MYC,1
SMAD3,POR,1
SMAD3,TIMP1,1
SMAD3,VEGFA,1
SMAD3,ZFP36,1
SMAD4,AHR,1
SMAD4,BGLAP,1
SMAD4,CDKN2B,1
SMAD4,COL7A1,1
SMAD4,EPO,1
SMAD4,FSTL3,1
SMAD4,IHH,1
SMAD4,JUN,1
SMAD4,MET,1
SMAD4,MYC,1
SMAD4,NKX2-5,1
SMAD4,POR,1
SMAD4,PTHLH,1
SMAD4,SMAD7,1
SMAD4,TGFB1,1
SMAD4,TNFRSF11B,1
SMAD4,ZFP36,1
SMAD5,ID3,1
SMAD5,ARID1B,1
SMAD5,ATXN2,1
SMAD5,DMTF1,1
SMAD5,HMGB1,1
SMAD5,HNRNPA3,1
SMAD5,NR3C1,1
SMAD5,REV1,1
SMAD5,RHOBTB3,1
SMAD5,SMC4,1
SMAD5,SP3,1
SNAI2,ACOT7,-1
SNAI2,ADAM8,-1
SNAI2,ADAP1,-1
SNAI2,AGPAT3,-1
SNAI2,ANK1,-1
SNAI2,ARHGEF16,-1
SNAI2,ARHGEF3,-1
SNAI2,BRI3,-1
SNAI2,C1QTNF1,-1
SNAI2,CCDC57,-1
SNAI2,CCDC88C,-1
SNAI2,CLSTN1,-1
SNAI2,CRISPLD2,-1
SNAI2,CROCC,-1
SNAI2,DAB2IP,-1
SNAI2,DLGAP4,-1
SNAI2,DOCK9,-1
SNAI2,EGFR,-1
SNAI2,EPS8L2,-1
SNAI2,FAM110C,-1
SNAI2,FAM160A1,-1
SNAI2,FARP1,-1
SNAI2,FGD2,-1
SNAI2,FKBP5,-1
SNAI2,HPCAL1,-1
SNAI2,JAG2,-1
SNAI2,KDM4B,-1
SNAI2,KIFC3,-1
SNAI2,LAMA3,-1
SNAI2,LONP1,-1
SNAI2,LRP1,-1
SNAI2,LRRFIP1,-1
SNAI2,MAFK,-1
SNAI2,MBP,-1
SNAI2,MED15,-1
SNAI2,MKNK2,-1
SNAI2,MPRIP,-1
SNAI2,NADSYN1,-1
SNAI2,NEDD4L,-1
SNAI2,NOTCH1,-1
SNAI2,NUDT14,-1
SNAI2,PARVB,-1
SNAI2,PIEZO1,-1
SNAI2,PRKAG2,-1
SNAI2,RBCK1,-1
SNAI2,SEMA4B,-1
SNAI2,SERINC2,-1
SNAI2,SH3PXD2B,-1
SNAI2,SKI,-1
SNAI2,SLC25A10,-1
SNAI2,SULT2B1,-1
SNAI2,SUN1,-1
SNAI2,TACC2,-1
SNAI2,TTYH3,-1
SNAI2,VASP,-1
SNAI2,VGLL4,-1
SNAI2,WSCD1,-1
SNAPC4,ANAPC7,1
SNAPC4,BRF1,1
SNAPC4,DLK2,1
SNAPC4,DNMT1,1
SNAPC4,ELAC2,1
SNAPC4,FBXL19,1
SNAPC4,LRSAM1,1
SNAPC4,MBD3,1
SNAPC4,MYO9B,1
SNAPC4,NUP85,1
SNAPC4,PARP2,1
SNAPC4,PASK,1
SNAPC4,PELP1,1
SNAPC4,PRPF31,1
SNAPC4,PRR19,1
SNAPC4,QTRT1,1
SNAPC4,RAB40C,1
SNAPC4,RINT1,1
SNAPC4,SCAP,1
SNAPC4,SH2D3A,1
SNAPC4,SPG7,1
SNAPC4,TAB1,1
SNAPC4,TBCD,1
SNAPC4,TECPR1,1
SNAPC4,WDR59,1
SNAPC4,WDR74,1
SNAPC4,ZBTB48,1
SNAPC4,ZNF335,1
SOX10,ASCL1,1
SOX10,DCT,-1
SOX10,EDNRB,1
SOX10,EGR2,1
SOX10,GJC2,1
SOX10,MAG,1
SOX10,MBP,1
SOX10,MPZ,1
SOX10,PDGFRA,1
SOX10,PLP1,1
SOX10,SOX6,1
SOX10,TYR,1
SOX11,AFF3,1
SOX11,ANK2,1
SOX11,ATP10B,1
SOX11,CACHD1,1
SOX11,CDH11,1
SOX11,CHODL,1
SOX11,COL28A1,1
SOX11,DMD,1
SOX11,DOCK4,1
SOX11,DST,1
SOX11,EPHA7,1
SOX11,ERC1,1
SOX11,GRIA2,1
SOX11,MAP4K4,1
SOX11,MECOM,1
SOX11,MID1,1
SOX11,NEDD4L,1
SOX11,PCLO,1
SOX11,PTK2,1
SOX11,RAPGEF4,1
SOX11,RAPGEF5,1
SOX11,RIMS1,1
SOX11,RIMS2,1
SOX11,RP1,1
SOX11,RUNX1,1
SOX11,SOX5,1
SOX11,TANC1,1
SOX11,TEAD1,1
SOX11,ZBTB20,1
SOX13,GSN,1
SOX13,LRP5,1
SOX13,AFF1,1
SOX13,AXIN2,1
SOX13,BMF,1
SOX13,CARD10,1
SOX13,CBX2,1
SOX13,CFLAR,1
SOX13,CLMN,1
SOX13,CTDSP1,1
SOX13,DAB2IP,1
SOX13,DUSP6,1
SOX13,EPS8,1
SOX13,FOXP1,1
SOX13,FRY,1
SOX13,GPRC5C,1
SOX13,HLF,1
SOX13,JAG1,1
SOX13,KIAA1217,1
SOX13,LIMD1,1
SOX13,MAP4K4,1
SOX13,MTSS1,1
SOX13,MYOM1,1
SOX13,NID1,1
SOX13,NKD1,1
SOX13,NR2F2,1
SOX13,PIK3R1,1
SOX13,PIM1,1
SOX13,PTP4A1,1
SOX13,RCAN1,1
SOX13,RERE,1
SOX13,RGS12,1
SOX13,SCARB1,1
SOX13,SMOC1,1
SOX13,SORBS3,1
SOX13,SOX5,1
SOX13,SOX6,1
SOX13,SYN3,1
SOX13,TGIF1,1
SOX13,TTLL4,1
SOX2,CCND1,1
SOX2,DLGAP1,1
SOX2,GLI2,1
SOX2,GLI3,1
SOX2,HHAT,1
SOX2,NANOG,1
SOX6,ANK3,1
SOX6,APLF,1
SOX6,ATP2B4,1
SOX6,BCOR,1
SOX6,DNAJC6,1
SOX6,DUSP10,1
SOX6,EPB41L2,1
SOX6,GTDC1,1
SOX6,LDLR,1
SOX6,LYN,1
SOX6,MAGI1,1
SOX6,NEK5,1
SOX6,NFASC,1
SOX6,PARD3B,1
SOX6,PDE11A,1
SOX6,PIP5K1B,1
SOX6,PLLP,1
SOX6,PPFIBP2,1
SOX6,SCARB1,1
SOX6,SMAD3,1
SOX6,SOX5,1
SOX6,STXBP5,1
SOX6,TBC1D14,1
SOX6,TGIF1,1
SOX6,UTRN,1
SOX6,ZEB2,1
SOX6,ZFPM2,1
SOX9,CEACAM1,1
SOX9,CLDN7,1
SOX9,COL9A1,1
SOX9,COMP,1
SOX9,HAPLN1,1
SOX9,MATN1,1
SOX9,NKX3-2,1
SOX9,RGR,1
SP1,ACAN,1
SP1,ACTA1,1
SP1,ACTC1,1
SP1,ADA,1
SP1,ADH6,1
SP1,ADRA1A,1
SP1,ADRB3,1
SP1,AGT,1
SP1,ALDOA,1
SP1,ALOX15B,1
SP1,APOA1,1
SP1,APOE,1
SP1,AREG,1
SP1,ATF2,1
SP1,ATM,1
SP1,ATP1A3,1
SP1,BAX,1
SP1,BCL2,1
SP1,BIRC5,1
SP1,BRCA1,1
SP1,BTK,1
SP1,C1QBP,1
SP1,CAT,1
SP1,CAV1,1
SP1,CCK,1
SP1,CCNA1,1
SP1,CD163,1
SP1,CD19,1
SP1,CD28,1
SP1,CD83,1
SP1,CD9,1
SP1,CDC25C,1
SP1,CDH3,1
SP1,CDK1,1
SP1,CDKN2B,1
SP1,CDKN2C,1
SP1,CDKN2D,1
SP1,CENPW,1
SP1,CES1,1
SP1,CHRNB4,1
SP1,COL18A1,1
SP1,COL1A1,-1
SP1,COL1A2,1
SP1,COL7A1,1
SP1,CRMP1,-1
SP1,CSNK2A1,1
SP1,CTSD,1
SP1,CXCL1,1
SP1,CYP11A1,1
SP1,CYP19A1,1
SP1,CYP2F1,1
SP1,CYP3A4,1
SP1,CYP3A5,1
SP1,CYP3A7,1
SP1,CYP7A1,1
SP1,CYP7B1,1
SP1,DBH,1
SP1,DCK,1
SP1,DRG2,1
SP1,E2F1,1
SP1,ESR1,1
SP1,ETS2,1
SP1,F10,1
SP1,F2R,1
SP1,F3,1
SP1,F7,1
SP1,FES,1
SP1,FGL2,1
SP1,FN1,1
SP1,FOS,1
SP1,FOSL1,1
SP1,FURIN,1
SP1,GH2,1
SP1,HLA-G,1
SP1,HMGA2,1
SP1,HNF4A,1
SP1,HOXB7,1
SP1,HSPA1A,1
SP1,HSPB1,1
SP1,IER3,1
SP1,IFNGR1,1
SP1,IGF1R,1
SP1,IGFBP4,1
SP1,IL12B,1
SP1,IL1A,1
SP1,IL2,1
SP1,IL2RB,1
SP1,IMPDH2,1
SP1,ITGA2,1
SP1,ITGAX,1
